,Pattern_ID,Date_Time_1_c,Close_1_c,lag_1_c,Date_Time_2_c,Close_2_c,lag_2_c,Date_Time_3_c,Close_3_c,lag_3_c,Date_Time_1_m,Close_1_m,Lag_1_m,Date_Time_2_m,Close_2_m,Lag_2_m,Date_Time_3_m,Close_3_m,Lag_3_m,Date_Time_1_sv,Close_1_sv,Lag_1_sv,Date_Time_2_sv,Close_2_sv,Lag_2_sv
10,-3366,2021-01-21 11:53:00,136.0803985595703,-0.0796051025390625,2021-01-21 11:54:00,136.13999938964844,0.059600830078125,2021-01-21 11:55:00,136.08999633789062,-0.0500030517578125,2021-02-04 10:13:00,135.36000061035156,-0.0724029541015625,2021-02-04 10:14:00,135.4199981689453,0.05999755859375,2021-02-04 10:15:00,135.3699951171875,-0.0500030517578125,2021-01-21 11:56:00,136.08700561523438,-0.00299072265625,2021-02-04 10:16:00,135.55499267578125,0.18499755859375
11,-3921,2021-01-19 15:36:00,127.93170166015624,-0.01829528808596592,2021-01-19 15:37:00,127.88999938964844,-0.04170227050779829,2021-01-19 15:38:00,127.88999938964844,0.0,2021-02-03 12:21:00,135.00010681152344,-0.0198974609375,2021-02-03 12:22:00,134.9593048095703,-0.040802001953125,2021-02-03 12:23:00,134.9691925048828,0.0098876953125,2021-01-19 15:39:00,127.90499877929688,0.0149993896484375,2021-02-03 12:24:00,134.93499755859375,-0.0341949462890625
12,-4354,2021-01-14 14:52:00,129.42999267578125,0.0,2021-01-14 14:53:00,129.38499450683594,-0.0449981689453125,2021-01-14 14:54:00,129.375,-0.0099945068359375,2021-01-13 15:06:00,130.95700073242188,0.0070037841796875,2021-01-13 15:07:00,130.91000366210938,-0.0469970703125,2021-01-13 15:08:00,130.89999389648438,-0.010009765625,2021-01-14 14:55:00,129.39500427246094,0.0200042724609375,2021-01-13 15:09:00,130.94000244140625,0.040008544921875
13,-4797,2021-01-13 13:59:00,130.85499572753906,0.0399932861328125,2021-01-13 14:00:00,130.9499969482422,0.095001220703125,2021-01-13 14:01:00,131.01620483398438,0.0662078857421875,2021-01-11 14:53:00,129.023193359375,0.0388946533203125,2021-01-11 14:54:00,129.125,0.101806640625,2021-01-11 14:55:00,129.19500732421875,0.07000732421875,2021-01-13 14:02:00,130.97500610351562,-0.04119873046875,2021-01-11 14:56:00,129.20289611816406,0.0078887939453125
14,-5354,2021-01-12 11:12:00,128.9600067138672,0.06781005859375,2021-01-12 11:13:00,129.02999877929688,0.0699920654296875,2021-01-12 11:14:00,129.0399932861328,0.0099945068359375,2021-01-12 15:47:00,128.98500061035156,0.065093994140625,2021-01-12 15:48:00,129.0500030517578,0.06500244140625,2021-01-12 15:49:00,129.05999755859375,0.0099945068359375,2021-01-12 11:15:00,129.10079956054688,0.0608062744140625,2021-01-12 15:50:00,128.9499969482422,-0.1100006103515625
15,-3937,2021-01-19 15:20:00,127.8550033569336,-0.04999542236328125,2021-01-19 15:21:00,127.8550033569336,0.0,2021-01-19 15:22:00,127.86000061035156,0.00499725341796875,2021-02-02 13:22:00,134.6699981689453,-0.0449981689453125,2021-02-02 13:23:00,134.6750030517578,0.0050048828125,2021-02-02 13:24:00,134.67999267578125,0.0049896240234375,2021-01-19 15:23:00,127.77999877929688,-0.0800018310546875,2021-02-02 13:25:00,134.7698974609375,0.08990478515625
16,-3938,2021-01-19 15:19:00,127.90499877929688,-0.02500152587890625,2021-01-19 15:20:00,127.8550033569336,-0.04999542236328125,2021-01-19 15:21:00,127.8550033569336,0.0,2021-01-14 13:53:00,129.6699981689453,-0.0250091552734375,2021-01-14 13:54:00,129.625,-0.0449981689453125,2021-01-14 13:55:00,129.62759399414062,0.002593994140625,2021-01-19 15:22:00,127.86000061035156,0.00499725341796875,2021-01-14 13:56:00,129.67999267578125,0.052398681640625
17,-3938,2021-01-19 15:19:00,127.90499877929688,-0.02500152587890625,2021-01-19 15:20:00,127.8550033569336,-0.04999542236328125,2021-01-19 15:21:00,127.8550033569336,0.0,2021-01-20 14:57:00,132.22500610351562,-0.024993896484375,2021-01-20 14:58:00,132.1750030517578,-0.0500030517578125,2021-01-20 14:59:00,132.18260192871094,0.007598876953125,2021-01-19 15:22:00,127.86000061035156,0.00499725341796875,2021-01-20 15:00:00,132.17999267578125,-0.0026092529296875
18,-3938,2021-01-19 15:19:00,127.90499877929688,-0.02500152587890625,2021-01-19 15:20:00,127.8550033569336,-0.04999542236328125,2021-01-19 15:21:00,127.8550033569336,0.0,2021-02-04 13:26:00,136.00619506835938,-0.0246124267578125,2021-02-04 13:27:00,135.9595947265625,-0.046600341796875,2021-02-04 13:28:00,135.9694061279297,0.0098114013671875,2021-01-19 15:22:00,127.86000061035156,0.00499725341796875,2021-02-04 13:29:00,135.97079467773438,0.0013885498046875
19,-3943,2021-01-19 15:14:00,127.9800033569336,0.01000213623046875,2021-01-19 15:15:00,127.91819763183594,-0.06180572509765625,2021-01-19 15:16:00,127.95079803466795,0.03260040283201704,2021-01-26 15:15:00,142.94000244140625,0.010009765625,2021-01-26 15:16:00,142.8800048828125,-0.05999755859375,2021-01-26 15:17:00,142.90989685058594,0.0298919677734375,2021-01-19 15:17:00,127.9103012084961,-0.04049682617186079,2021-01-26 15:18:00,142.9199981689453,0.010101318359375
20,-3944,2021-01-19 15:13:00,127.97000122070312,-0.045196533203125,2021-01-19 15:14:00,127.9800033569336,0.01000213623046875,2021-01-19 15:15:00,127.91819763183594,-0.06180572509765625,2021-01-26 15:14:00,142.92999267578125,-0.0470123291015625,2021-01-26 15:15:00,142.94000244140625,0.010009765625,2021-01-26 15:16:00,142.8800048828125,-0.05999755859375,2021-01-19 15:16:00,127.95079803466795,0.03260040283201704,2021-01-26 15:17:00,142.90989685058594,0.0298919677734375
21,-3957,2021-01-19 15:00:00,127.97720336914062,0.0872039794921875,2021-01-19 15:01:00,128.0095977783203,0.0323944091796875,2021-01-19 15:02:00,128.07000732421875,0.0604095458984375,2021-01-13 12:14:00,130.80999755859375,0.0908050537109375,2021-01-13 12:15:00,130.84500122070312,0.035003662109375,2021-01-13 12:16:00,130.91000366210938,0.06500244140625,2021-01-19 15:03:00,128.0500030517578,-0.0200042724609375,2021-01-13 12:17:00,130.72500610351562,-0.18499755859375
22,-3994,2021-01-19 14:23:00,128.10000610351562,0.00640869140625,2021-01-19 14:24:00,128.10000610351562,0.0,2021-01-19 14:25:00,128.14930725097656,0.0493011474609375,2021-01-19 14:52:00,127.89009857177734,0.00689697265625,2021-01-19 14:53:00,127.89099884033205,0.0009002685547017109,2021-01-19 14:54:00,127.94499969482422,0.05400085449217329,2021-01-19 14:26:00,128.13499450683594,-0.014312744140625,2021-01-19 14:55:00,127.93499755859376,-0.01000213623045454
23,-4001,2021-01-19 14:16:00,127.95999908447266,-0.0200042724609375,2021-01-19 14:17:00,127.97000122070312,0.01000213623046875,2021-01-19 14:18:00,127.95999908447266,-0.01000213623046875,2021-01-14 13:48:00,129.8300018310547,-0.0200042724609375,2021-01-14 13:49:00,129.83999633789062,0.0099945068359375,2021-01-14 13:50:00,129.8300018310547,-0.0099945068359375,2021-01-19 14:19:00,127.9792022705078,0.01920318603514204,2021-01-14 13:51:00,129.75,-0.0800018310546875
24,-4002,2021-01-19 14:15:00,127.9800033569336,0.04990386962892046,2021-01-19 14:16:00,127.95999908447266,-0.0200042724609375,2021-01-19 14:17:00,127.97000122070312,0.01000213623046875,2021-01-14 13:47:00,129.85000610351562,0.045013427734375,2021-01-14 13:48:00,129.8300018310547,-0.0200042724609375,2021-01-14 13:49:00,129.83999633789062,0.0099945068359375,2021-01-19 14:18:00,127.95999908447266,-0.01000213623046875,2021-01-14 13:50:00,129.8300018310547,-0.0099945068359375
25,-4003,2021-01-19 14:14:00,127.93009948730467,-0.01920318603517046,2021-01-19 14:15:00,127.9800033569336,0.04990386962892046,2021-01-19 14:16:00,127.95999908447266,-0.0200042724609375,2021-01-12 15:35:00,128.52999877929688,-0.0200042724609375,2021-01-12 15:36:00,128.57989501953125,0.049896240234375,2021-01-12 15:37:00,128.5601043701172,-0.0197906494140625,2021-01-19 14:17:00,127.97000122070312,0.01000213623046875,2021-01-12 15:38:00,128.59100341796875,0.0308990478515625
26,-4003,2021-01-19 14:14:00,127.93009948730467,-0.01920318603517046,2021-01-19 14:15:00,127.9800033569336,0.04990386962892046,2021-01-19 14:16:00,127.95999908447266,-0.0200042724609375,2021-01-14 13:46:00,129.80499267578125,-0.0200042724609375,2021-01-14 13:47:00,129.85000610351562,0.045013427734375,2021-01-14 13:48:00,129.8300018310547,-0.0200042724609375,2021-01-19 14:17:00,127.97000122070312,0.01000213623046875,2021-01-14 13:49:00,129.83999633789062,0.0099945068359375
27,-4004,2021-01-19 14:13:00,127.94930267333984,0.0193023681640625,2021-01-19 14:14:00,127.93009948730467,-0.01920318603517046,2021-01-19 14:15:00,127.9800033569336,0.04990386962892046,2021-02-03 13:20:00,134.91000366210938,0.020111083984375,2021-02-03 13:21:00,134.88999938964844,-0.0200042724609375,2021-02-03 13:22:00,134.93919372558594,0.0491943359375,2021-01-19 14:16:00,127.95999908447266,-0.0200042724609375,2021-02-03 13:23:00,135.00999450683594,0.07080078125
28,-4005,2021-01-19 14:12:00,127.93000030517578,0.01999664306640625,2021-01-19 14:13:00,127.94930267333984,0.0193023681640625,2021-01-19 14:14:00,127.93009948730467,-0.01920318603517046,2021-02-01 11:47:00,134.2899932861328,0.019989013671875,2021-02-01 11:48:00,134.30990600585938,0.0199127197265625,2021-02-01 11:49:00,134.2899932861328,-0.0199127197265625,2021-01-19 14:15:00,127.9800033569336,0.04990386962892046,2021-02-01 11:50:00,134.18850708007812,-0.1014862060546875
29,-4007,2021-01-19 14:10:00,127.93000030517578,0.01999664306640625,2021-01-19 14:11:00,127.91000366210938,-0.01999664306640625,2021-01-19 14:12:00,127.93000030517578,0.01999664306640625,2021-01-11 14:28:00,129.0198974609375,0.0198974609375,2021-01-11 14:29:00,129.00079345703125,-0.01910400390625,2021-01-11 14:30:00,129.02000427246094,0.0192108154296875,2021-01-19 14:13:00,127.94930267333984,0.0193023681640625,2021-01-11 14:31:00,129.13380432128906,0.113800048828125
30,-4010,2021-01-19 14:07:00,127.86090087890624,-0.01909637451171875,2021-01-19 14:08:00,127.87000274658205,0.009101867675809672,2021-01-19 14:09:00,127.91000366210938,0.04000091552732954,2021-01-26 12:23:00,142.16000366210938,-0.019989013671875,2021-01-26 12:24:00,142.1699981689453,0.0099945068359375,2021-01-26 12:25:00,142.2100067138672,0.040008544921875,2021-01-19 14:10:00,127.93000030517578,0.01999664306640625,2021-01-26 12:26:00,142.1907958984375,-0.0192108154296875
31,-4037,2021-01-19 13:40:00,128.0,0.03669738769532671,2021-01-19 13:41:00,127.97010040283205,-0.02989959716795454,2021-01-19 13:42:00,127.96499633789062,-0.005104064941420461,2021-01-13 13:55:00,130.89930725097656,0.0343017578125,2021-01-13 13:56:00,130.86990356445312,-0.0294036865234375,2021-01-13 13:57:00,130.86500549316406,-0.0048980712890625,2021-01-19 13:43:00,127.94000244140624,-0.02499389648438921,2021-01-13 13:58:00,130.81500244140625,-0.0500030517578125
32,-4063,2021-01-19 13:14:00,128.17999267578125,0.1199951171875,2021-01-19 13:15:00,128.23500061035156,0.0550079345703125,2021-01-19 13:16:00,128.20159912109375,-0.0334014892578125,2021-01-28 11:30:00,139.05999755859375,0.1199951171875,2021-01-28 11:31:00,139.11000061035156,0.0500030517578125,2021-01-28 11:32:00,139.0749969482422,-0.035003662109375,2021-01-19 13:17:00,128.13079833984375,-0.07080078125,2021-01-28 11:33:00,139.05149841308594,-0.02349853515625
33,-4072,2021-01-19 13:05:00,128.13079833984375,0.0657958984375,2021-01-19 13:06:00,128.04879760742188,-0.082000732421875,2021-01-19 13:07:00,128.05999755859375,0.011199951171875,2021-01-12 10:27:00,129.07009887695312,0.0706939697265625,2021-01-12 10:28:00,128.989501953125,-0.080596923828125,2021-01-12 10:29:00,128.99969482421875,0.01019287109375,2021-01-19 13:08:00,128.07000732421875,0.010009765625,2021-01-12 10:30:00,129.23500061035156,0.2353057861328125
34,-4076,2021-01-19 13:01:00,128.05499267578125,-0.0164031982421875,2021-01-19 13:02:00,128.01840209960938,-0.036590576171875,2021-01-19 13:03:00,127.9854965209961,-0.03290557861328125,2021-01-20 12:02:00,132.1649932861328,-0.017608642578125,2021-01-20 12:03:00,132.13009643554688,-0.0348968505859375,2021-01-20 12:04:00,132.10000610351562,-0.03009033203125,2021-01-19 13:04:00,128.06500244140625,0.07950592041015625,2021-01-20 12:05:00,132.14990234375,0.049896240234375
35,-4076,2021-01-19 13:01:00,128.05499267578125,-0.0164031982421875,2021-01-19 13:02:00,128.01840209960938,-0.036590576171875,2021-01-19 13:03:00,127.9854965209961,-0.03290557861328125,2021-02-03 14:08:00,134.88999938964844,-0.0149993896484375,2021-02-03 14:09:00,134.85009765625,-0.0399017333984375,2021-02-03 14:10:00,134.82000732421875,-0.03009033203125,2021-01-19 13:04:00,128.06500244140625,0.07950592041015625,2021-02-03 14:11:00,134.82000732421875,0.0
36,-4079,2021-01-19 12:58:00,128.0399932861328,0.0699920654296875,2021-01-19 12:59:00,128.0301055908203,-0.0098876953125,2021-01-19 13:00:00,128.07139587402344,0.041290283203125,2021-01-14 11:57:00,129.97000122070312,0.07000732421875,2021-01-14 11:58:00,129.9600067138672,-0.0099945068359375,2021-01-14 11:59:00,129.99989318847656,0.039886474609375,2021-01-19 13:01:00,128.05499267578125,-0.0164031982421875,2021-01-14 12:00:00,129.9499969482422,-0.049896240234375
37,-4087,2021-01-19 12:50:00,127.71009826660156,0.005096435546889211,2021-01-19 12:51:00,127.76930236816406,0.0592041015625,2021-01-19 12:52:00,127.8249969482422,0.05569458007813921,2021-02-03 12:16:00,134.85479736328125,0.0048980712890625,2021-02-03 12:17:00,134.91050720214844,0.0557098388671875,2021-02-03 12:18:00,134.97000122070312,0.0594940185546875,2021-01-19 12:53:00,127.89990234375,0.07490539550779829,2021-02-03 12:19:00,134.9716033935547,0.0016021728515625
38,-4104,2021-01-19 12:33:00,127.32240295410156,-0.05759429931639204,2021-01-19 12:34:00,127.40709686279295,0.08469390869139204,2021-01-19 12:35:00,127.4800033569336,0.07290649414063921,2021-01-12 13:08:00,127.822998046875,-0.06200408935548296,2021-01-12 13:09:00,127.90499877929688,0.082000732421875,2021-01-12 13:10:00,127.97789764404295,0.07289886474607954,2021-01-19 12:36:00,127.51499938964844,0.03499603271484375,2021-01-12 13:11:00,127.9800033569336,0.002105712890639211
39,-4117,2021-01-19 12:20:00,127.55999755859376,-0.04000091552732954,2021-01-19 12:21:00,127.54499816894533,-0.0149993896484375,2021-01-19 12:22:00,127.50150299072266,-0.04349517822267046,2021-01-11 12:37:00,129.93980407714844,-0.040191650390625,2021-01-11 12:38:00,129.92449951171875,-0.0153045654296875,2021-01-11 12:39:00,129.88319396972656,-0.0413055419921875,2021-01-19 12:23:00,127.50499725341795,0.003494262695298289,2021-01-11 12:40:00,129.9149932861328,0.03179931640625
40,-4118,2021-01-19 12:19:00,127.5999984741211,0.0,2021-01-19 12:20:00,127.55999755859376,-0.04000091552732954,2021-01-19 12:21:00,127.54499816894533,-0.0149993896484375,2021-01-11 12:36:00,129.97999572753906,0.0016021728515625,2021-01-11 12:37:00,129.93980407714844,-0.040191650390625,2021-01-11 12:38:00,129.92449951171875,-0.0153045654296875,2021-01-19 12:22:00,127.50150299072266,-0.04349517822267046,2021-01-11 12:39:00,129.88319396972656,-0.0413055419921875
41,-4125,2021-01-19 12:12:00,127.43499755859376,-0.07420349121090908,2021-01-19 12:13:00,127.48999786376952,0.05500030517575283,2021-01-19 12:14:00,127.59929656982422,0.10929870605470171,2021-01-13 10:28:00,129.99029541015625,-0.0797119140625,2021-01-13 10:29:00,130.0435028076172,0.0532073974609375,2021-01-13 10:30:00,130.14930725097656,0.105804443359375,2021-01-19 12:15:00,127.61000061035156,0.01070404052734375,2021-01-13 10:31:00,130.24769592285156,0.098388671875
42,-4125,2021-01-19 12:12:00,127.43499755859376,-0.07420349121090908,2021-01-19 12:13:00,127.48999786376952,0.05500030517575283,2021-01-19 12:14:00,127.59929656982422,0.10929870605470171,2021-02-03 13:33:00,134.8800048828125,-0.0699920654296875,2021-02-03 13:34:00,134.94000244140625,0.05999755859375,2021-02-03 13:35:00,135.0500030517578,0.1100006103515625,2021-01-19 12:15:00,127.61000061035156,0.01070404052734375,2021-02-03 13:36:00,135.0998992919922,0.049896240234375
43,-4129,2021-01-19 12:08:00,127.51499938964844,0.08499908447265625,2021-01-19 12:09:00,127.52999877929688,0.0149993896484375,2021-01-19 12:10:00,127.50499725341795,-0.02500152587892046,2021-01-25 15:05:00,142.5426025390625,0.0893096923828125,2021-01-25 15:06:00,142.55650329589844,0.0139007568359375,2021-01-25 15:07:00,142.52999877929688,-0.0265045166015625,2021-01-19 12:11:00,127.50920104980467,0.00420379638671875,2021-01-25 15:08:00,142.5,-0.029998779296875
44,-4133,2021-01-19 12:04:00,127.6999969482422,0.01999664306642046,2021-01-19 12:05:00,127.66999816894533,-0.029998779296875,2021-01-19 12:06:00,127.62999725341795,-0.04000091552737217,2021-01-20 13:09:00,131.9783935546875,0.02069091796875,2021-01-20 13:10:00,131.9499969482422,-0.0283966064453125,2021-01-20 13:11:00,131.91079711914062,-0.0391998291015625,2021-01-19 12:07:00,127.43000030517578,-0.1999969482421733,2021-01-20 13:12:00,131.91000366210938,-0.00079345703125
45,-4134,2021-01-19 12:03:00,127.68000030517578,0.05000305175782671,2021-01-19 12:04:00,127.6999969482422,0.01999664306642046,2021-01-19 12:05:00,127.66999816894533,-0.029998779296875,2021-01-21 14:06:00,136.26930236816406,0.05010986328125,2021-01-21 14:07:00,136.2899932861328,0.02069091796875,2021-01-21 14:08:00,136.26010131835938,-0.0298919677734375,2021-01-19 12:06:00,127.62999725341795,-0.04000091552737217,2021-01-21 14:09:00,136.29200744628906,0.0319061279296875
46,-4138,2021-01-19 11:59:00,127.70999908447266,-0.00499725341796875,2021-01-19 12:00:00,127.6709976196289,-0.03900146484375,2021-01-19 12:01:00,127.71499633789062,0.04399871826171875,2021-01-11 15:47:00,129.09500122070312,-0.0050048828125,2021-01-11 15:48:00,129.05499267578125,-0.040008544921875,2021-01-11 15:49:00,129.10000610351562,0.045013427734375,2021-01-19 12:02:00,127.62999725341795,-0.08499908447267046,2021-01-11 15:50:00,129.14419555664062,0.044189453125
47,-4143,2021-01-19 11:54:00,127.66000366210938,0.07000732421875,2021-01-19 11:55:00,127.66999816894533,0.00999450683595171,2021-01-19 11:56:00,127.71009826660156,0.04010009765623579,2021-02-03 11:01:00,134.27999877929688,0.070098876953125,2021-02-03 11:02:00,134.2899932861328,0.0099945068359375,2021-02-03 11:03:00,134.3300018310547,0.040008544921875,2021-01-19 11:57:00,127.69439697265624,-0.01570129394532671,2021-02-03 11:04:00,134.39990234375,0.0699005126953125
48,-4144,2021-01-19 11:53:00,127.58999633789062,0.03999328613282671,2021-01-19 11:54:00,127.66000366210938,0.07000732421875,2021-01-19 11:55:00,127.66999816894533,0.00999450683595171,2021-01-21 15:32:00,136.8780059814453,0.0380096435546875,2021-01-21 15:33:00,136.9499969482422,0.071990966796875,2021-01-21 15:34:00,136.9600067138672,0.010009765625,2021-01-19 11:56:00,127.71009826660156,0.04010009765623579,2021-01-21 15:35:00,136.93499755859375,-0.0250091552734375
49,-4150,2021-01-19 11:47:00,127.44000244140624,0.0,2021-01-19 11:48:00,127.3947982788086,-0.04520416259764204,2021-01-19 11:49:00,127.40969848632812,0.01490020751953125,2021-01-19 13:57:00,127.9800033569336,-0.00499725341796875,2021-01-19 13:58:00,127.93470001220705,-0.04530334472654829,2021-01-19 13:59:00,127.9499969482422,0.01529693603515625,2021-01-19 11:50:00,127.4363021850586,0.02660369873046875,2021-01-19 14:00:00,127.87999725341795,-0.06999969482424717
50,-4151,2021-01-19 11:46:00,127.44000244140624,0.0,2021-01-19 11:47:00,127.44000244140624,0.0,2021-01-19 11:48:00,127.3947982788086,-0.04520416259764204,2021-01-13 15:34:00,130.8300018310547,0.0,2021-01-13 15:35:00,130.8249969482422,-0.0050048828125,2021-01-13 15:36:00,130.77999877929688,-0.0449981689453125,2021-01-19 11:49:00,127.40969848632812,0.01490020751953125,2021-01-13 15:37:00,130.79010009765625,0.010101318359375
51,-4151,2021-01-19 11:46:00,127.44000244140624,0.0,2021-01-19 11:47:00,127.44000244140624,0.0,2021-01-19 11:48:00,127.3947982788086,-0.04520416259764204,2021-01-14 14:51:00,129.42999267578125,0.0099945068359375,2021-01-14 14:52:00,129.42999267578125,0.0,2021-01-14 14:53:00,129.38499450683594,-0.0449981689453125,2021-01-19 11:49:00,127.40969848632812,0.01490020751953125,2021-01-14 14:54:00,129.375,-0.0099945068359375
52,-4151,2021-01-19 11:46:00,127.44000244140624,0.0,2021-01-19 11:47:00,127.44000244140624,0.0,2021-01-19 11:48:00,127.3947982788086,-0.04520416259764204,2021-01-20 13:52:00,132.02999877929688,-0.0050048828125,2021-01-20 13:53:00,132.02699279785156,-0.0030059814453125,2021-01-20 13:54:00,131.98500061035156,-0.0419921875,2021-01-19 11:49:00,127.40969848632812,0.01490020751953125,2021-01-20 13:55:00,132.031005859375,0.0460052490234375
53,-4151,2021-01-19 11:46:00,127.44000244140624,0.0,2021-01-19 11:47:00,127.44000244140624,0.0,2021-01-19 11:48:00,127.3947982788086,-0.04520416259764204,2021-01-26 14:37:00,142.94740295410156,0.0099029541015625,2021-01-26 14:38:00,142.9550018310547,0.007598876953125,2021-01-26 14:39:00,142.91000366210938,-0.0449981689453125,2021-01-19 11:49:00,127.40969848632812,0.01490020751953125,2021-01-26 14:40:00,143.0258026123047,0.1157989501953125
54,-4151,2021-01-19 11:46:00,127.44000244140624,0.0,2021-01-19 11:47:00,127.44000244140624,0.0,2021-01-19 11:48:00,127.3947982788086,-0.04520416259764204,2021-01-26 15:12:00,142.9857940673828,-0.00421142578125,2021-01-26 15:13:00,142.9770050048828,-0.0087890625,2021-01-26 15:14:00,142.92999267578125,-0.0470123291015625,2021-01-19 11:49:00,127.40969848632812,0.01490020751953125,2021-01-26 15:15:00,142.94000244140625,0.010009765625
