,Pattern_ID,p_count
804,-2743,3
805,-4790,3
806,-597,3
807,-3066,3
808,-1025,3
809,-1033,3
810,-2128,3
811,-1094,3
812,-4197,3
813,-4973,3
814,-4348,3
815,-250,3
816,-4013,3
817,-2249,3
818,-162,3
819,-1934,3
820,-4180,3
821,-4716,3
822,-5005,3
823,-2129,3
824,-228,3
825,-5029,3
826,-18,3
827,-4084,3
828,-799,3
829,-791,3
830,-2345,3
831,-4396,3
832,-2816,3
833,-2441,3
834,-4572,3
835,-655,3
836,-4733,3
837,-4717,3
838,-506,3
839,-4604,3
840,-2046,3
841,-4226,3
842,-2171,3
843,-4652,3
844,-2649,3
845,-2011,3
846,-975,3
847,-4338,3
848,-1651,3
849,-1419,3
850,-5445,3
851,-1427,3
852,-5537,3
853,-3773,3
854,-3360,3
855,-3781,3
856,-1287,3
857,-3524,3
858,-4410,3
859,-1563,3
860,-5665,3
861,-2355,3
862,-4402,3
863,-1215,3
864,-1867,3
865,-1667,3
866,-3716,3
867,-5285,3
868,-5269,3
869,-5253,3
870,-1143,3
871,-3772,3
872,-3160,3
873,-3812,3
874,-292,3
875,-3836,3
876,-3860,3
877,-3869,3
878,-3876,3
879,-2147,3
880,-2489,3
881,-3878,3
882,-2432,3
883,-455,3
884,-4247,3
885,-5284,3
886,-5268,3
887,-762,3
888,-3774,3
889,-4932,3
890,-2913,3
891,-5831,3
892,-463,3
893,-890,3
894,-4365,3
895,-4996,3
896,-5012,3
897,-4223,3
898,-3894,3
899,-319,3
900,-5132,3
901,-2504,3
902,-1018,3
903,-4581,3
904,-1290,3
905,-135,3
906,-4143,3
907,-1677,3
908,-1234,3
909,-2160,3
910,-3321,3
911,-3281,3
912,-167,3
913,-4386,2
914,-340,2
915,-3814,2
916,-5159,2
917,-1077,2
918,-3142,2
919,-1101,2
920,-4951,2
921,-348,2
922,-2942,2
923,-4866,2
924,-1060,2
925,-853,2
926,-1068,2
927,-1109,2
928,-748,2
929,-5143,2
930,-3782,2
931,-3646,2
932,-997,2
933,-1717,2
934,-1005,2
935,-3054,2
936,-5103,2
937,-981,2
938,-5727,2
939,-3147,2
940,-708,2
941,-4346,2
942,-3179,2
943,-3062,2
944,-724,2
945,-5663,2
946,-5015,2
947,-2675,2
948,-5186,2
949,-4394,2
950,-2787,2
951,-4474,2
952,-3622,2
953,-900,2
954,-1813,2
955,-164,2
956,-1221,2
957,-4754,2
958,-5343,2
959,-1253,2
960,-4062,2
961,-3302,2
962,-2211,2
963,-5018,2
964,-36,2
965,-5359,2
966,-2643,2
967,-3318,2
968,-3326,2
969,-2107,2
970,-5383,2
971,-4178,2
972,-3350,2
973,-2155,2
974,-908,2
975,-4674,2
976,-2955,2
977,-5439,2
978,-1317,2
979,-4666,2
980,-3366,2
981,-556,2
982,-1189,2
983,-1829,2
984,-3414,2
985,-5591,2
986,-1493,2
987,-492,2
988,-4194,2
989,-5239,2
990,-5551,2
991,-5263,2
992,-2267,2
993,-3902,2
994,-3462,2
995,-204,2
996,-4914,2
997,-2571,2
998,-5271,2
999,-2251,2
1000,-1869,2
1001,-3958,2
1002,-2875,2
1003,-3982,2
1004,-2579,2
1005,-5479,2
1006,-540,2
1007,-548,2
1008,-180,2
1009,-4274,2
1010,-756,2
1011,-4102,2
1012,-3211,2
1013,-3753,2
1014,-3737,2
1015,-3713,2
1016,-5756,2
1017,-1634,2
1018,-1626,2
1019,-3649,2
1020,-1594,2
1021,-1586,2
1022,-5644,2
1023,-3593,2
1024,-3577,2
1025,-1498,2
1026,-5572,2
1027,-1466,2
1028,-5548,2
1029,-3481,2
1030,-5500,2
1031,-1690,2
1032,-1722,2
1033,-4403,2
1034,-1794,2
1035,-273,2
1036,-265,2
1037,-2306,2
1038,-2234,2
1039,-4251,2
1040,-4235,2
1041,-2170,2
1042,-2162,2
1043,-65,2
1044,-2106,2
1045,-2098,2
1046,-3969,2
1047,-1866,2
1048,-1858,2
1049,-1850,2
1050,-3857,2
1051,-1802,2
1052,-3449,2
1053,-5484,2
1054,-1386,2
1055,-1354,2
1056,-994,2
1057,-882,2
1058,-4972,2
1059,-4956,2
1060,-826,2
1061,-4900,2
1062,-4892,2
1063,-4860,2
1064,-754,2
1065,-4828,2
1066,-4820,2
1067,-2761,2
1068,-4796,2
1069,-2745,2
1070,-4780,2
1071,-4764,2
1072,-2697,2
1073,-3049,2
1074,-1002,2
1075,-3065,2
1076,-5316,2
1077,-5428,2
1078,-5420,2
1079,-1306,2
1080,-1298,2
1081,-1266,2
1082,-1258,2
1083,-1250,2
1084,-1218,2
1085,-5156,2
1086,-3265,2
1087,-1162,2
1088,-1154,2
1089,-1130,2
1090,-1114,2
1091,-1106,2
1092,-1090,2
1093,-289,2
1094,-2386,2
1095,-5266,2
1096,-5763,2
1097,-1633,2
1098,-5715,2
1099,-3562,2
1100,-3474,2
1101,-1425,2
1102,-5515,2
1103,-1401,2
1104,-1385,2
1105,-5443,2
1106,-5435,2
1107,-5403,2
1108,-3354,2
1109,-3346,2
1110,-1281,2
1111,-3322,2
1112,-3290,2
1113,-3282,2
1114,-1649,2
1115,-5779,2
1116,-2402,2
1117,-1697,2
1118,-2017,2
1119,-2009,2
1120,-4010,2
1121,-3978,2
1122,-3970,2
1123,-1921,2
1124,-1905,2
1125,-3914,2
1126,-3906,2
1127,-3858,2
1128,-3826,2
1129,-1761,2
1130,-3802,2
1131,-3778,2
1132,-5819,2
1133,-3762,2
1134,-3746,2
1135,-3266,2
1136,-3258,2
1137,-5299,2
1138,-1201,2
1139,-4667,2
1140,-2610,2
1141,-2602,2
1142,-4643,2
1143,-537,2
1144,-4619,2
1145,-4603,2
1146,-505,2
1147,-489,2
1148,-481,2
1149,-441,2
1150,-4531,2
1151,-417,2
1152,-2450,2
1153,-401,2
1154,-4483,2
1155,-2418,2
1156,-4683,2
1157,-2650,2
1158,-633,2
1159,-2922,2
1160,-1113,2
1161,-1097,2
1162,-5147,2
1163,-5107,2
1164,-3050,2
1165,-5075,2
1166,-2930,2
1167,-865,2
1168,-681,2
1169,-4955,2
1170,-849,2
1171,-4915,2
1172,-4891,2
1173,-2842,2
1174,-737,2
1175,-705,2
1176,-4740,2
1177,-642,2
1178,-4724,2
1179,-307,2
1180,-291,2
1181,-2308,2
1182,-4345,2
1183,-2292,2
1184,-4337,2
1185,-4305,2
1186,-2252,2
1187,-195,2
1188,-2236,2
1189,-4273,2
1190,-2204,2
1191,-2180,2
1192,-2172,2
1193,-115,2
1194,-4201,2
1195,-4193,2
1196,-4185,2
1197,-4393,2
1198,-4409,2
1199,-618,2
1200,-2364,2
1201,-4801,2
1202,-4761,2
1203,-2684,2
1204,-595,2
1205,-2628,2
1206,-2604,2
1207,-2556,2
1208,-467,2
1209,-4561,2
1210,-2492,2
1211,-435,2
1212,-4513,2
1213,-403,2
1214,-4481,2
1215,-355,2
1216,-339,2
1217,-2372,2
1218,-4153,2
1219,-4145,2
1220,-35,2
1221,-4129,2
1222,-5666,2
1223,-1564,2
1224,-3563,2
1225,-5610,2
1226,-5578,2
1227,-5562,2
1228,-3507,2
1229,-5530,2
1230,-3411,2
1231,-3395,2
1232,-3347,2
1233,-3331,2
1234,-5378,2
1235,-3251,2
1236,-1196,2
1237,-5282,2
1238,-1180,2
1239,-5690,2
1240,-3683,2
1241,-3691,2
1242,-3835,2
1243,-19,2
1244,-3,2
1245,-4051,2
1246,-3995,2
1247,-3987,2
1248,-1804,2
1249,-3843,2
1250,-5826,2
1251,-3723,2
1252,-1724,2
1253,-5818,2
1254,-1716,2
1255,-3763,2
1256,-5802,2
1257,-1700,2
1258,-1692,2
1259,-2756,2
1260,-739,2
1261,-2788,2
1262,-5633,2
1263,-4236,2
1264,-4220,2
1265,-4196,2
1266,-2113,2
1267,-4124,2
1268,-3940,2
1269,-3908,2
1270,-1843,2
1271,-1835,2
1272,-1827,2
1273,-3868,2
1274,-1811,2
1275,-3828,2
1276,-3748,2
1277,-1699,2
1278,-1603,2
1279,-1595,2
1280,-2209,2
1281,-210,2
1282,-4332,2
1283,-546,2
1284,-4708,2
1285,-602,2
1286,-2641,2
1287,-4684,2
1288,-570,2
1289,-2601,2
1290,-4644,2
1291,-4620,2
1292,-242,2
1293,-522,2
1294,-2545,2
1295,-2465,2
1296,-2409,2
1297,-346,2
1298,-2393,2
1299,-4420,2
1300,-3588,2
1301,-3564,2
1302,-747,2
1303,-1475,2
1304,-1139,2
1305,-5225,2
1306,-1115,2
1307,-5201,2
1308,-3124,2
1309,-3100,2
1310,-5113,2
1311,-1003,2
1312,-5097,2
1313,-963,2
1314,-899,2
1315,-891,2
1316,-4977,2
1317,-2924,2
1318,-2916,2
1319,-2892,2
1320,-803,2
1321,-5265,2
1322,-1179,2
1323,-5281,2
1324,-4919,2
1325,-1467,2
1326,-5553,2
1327,-3492,2
1328,-1443,2
1329,-1387,2
1330,-1363,2
1331,-5449,2
1332,-1331,2
1333,-3236,2
1334,-1307,2
1335,-5377,2
1336,-3324,2
1337,-1251,2
1338,-5329,2
1339,-1227,2
1340,-1195,2
1341,-4927,2
1342,-3846,2
1343,-2870,2
1344,-4784,2
1345,-734,2
1346,-5790,2
1347,-758,2
1348,-1680,2
1349,-1672,2
1350,-4888,2
1351,-1648,2
1352,-5742,2
1353,-4904,2
1354,-4912,2
1355,-5694,2
1356,-4984,2
1357,-3607,2
1358,-918,2
1359,-3543,2
1360,-974,2
1361,-998,2
1362,-3069,2
1363,-5136,2
1364,-3109,2
1365,-3125,2
1366,-1440,2
1367,-1416,2
1368,-3165,2
1369,-1142,2
1370,-1174,2
1371,-1214,2
1372,-4792,2
1373,-678,2
1374,-4085,2
1375,-3767,2
1376,-286,2
1377,-87,2
1378,-2104,2
1379,-2357,2
1380,-4133,2
1381,-2381,2
1382,-2397,2
1383,-4109,2
1384,-4472,2
1385,-2429,2
1386,-4504,2
1387,-2048,2
1388,-414,2
1389,-4007,2
1390,-3959,2
1391,-4552,2
1392,-4560,2
1393,-3895,2
1394,-3847,2
1395,-2589,2
1396,-542,2
1397,-4688,2
1398,-4696,2
1399,-2661,2
1400,-2677,2
1401,-654,2
1402,-4752,2
1403,-1254,2
1404,-1360,2
1405,-5446,2
1406,-1286,2
1407,-5672,2
1408,-1582,2
1409,-5142,2
1410,-3087,2
1411,-3661,2
1412,-5720,2
1413,-3007,2
1414,-1638,2
1415,-3725,2
1416,-3741,2
1417,-928,2
1418,-2975,2
1419,-5816,2
1420,-4998,2
1421,-4982,2
1422,-5832,2
1423,-880,2
1424,-3821,2
1425,-3829,2
1426,-4934,2
1427,-3957,2
1428,-4918,2
1429,-2855,2
1430,-4037,2
1431,-4045,2
1432,-4077,2
1433,-792,2
1434,-5664,2
1435,-5158,2
1436,-3135,2
1437,-3461,2
1438,-3367,2
1439,-1318,2
1440,-3373,2
1441,-5424,2
1442,-1342,2
1443,-3351,2
1444,-1288,2
1445,-1366,2
1446,-1280,2
1447,-1398,2
1448,-3303,2
1449,-5496,2
1450,-1248,2
1451,-5632,2
1452,-5342,2
1453,-5528,2
1454,-1224,2
1455,-5302,2
1456,-5568,2
1457,-5576,2
1458,-5278,2
1459,-1502,2
1460,-1510,2
1461,-1128,2
1462,-5616,2
1463,-3159,2
1464,-4368,2
1465,-2168,2
1466,-4336,2
1467,-5677,2
1468,-807,2
1469,-783,2
1470,-4877,2
1471,-3416,2
1472,-5485,2
1473,-759,2
1474,-2792,2
1475,-3440,2
1476,-2784,2
1477,-4797,2
1478,-4789,2
1479,-1407,2
1480,-687,2
1481,-3480,2
1482,-3488,2
1483,-663,2
1484,-2704,2
1485,-5573,2
1486,-5589,2
1487,-607,2
1488,-2640,2
1489,-591,2
1490,-575,2
1491,-3592,2
1492,-2616,2
1493,-1575,2
1494,-559,2
1495,-4909,2
1496,-5413,2
1497,-4917,2
1498,-1223,2
1499,-5133,2
1500,-1071,2
1501,-3136,2
1502,-1095,2
1503,-999,2
1504,-983,2
1505,-3208,2
1506,-5261,2
1507,-3216,2
1508,-1175,2
1509,-1183,2
1510,-1199,2
1511,-1231,2
1512,-1279,2
1513,-5013,2
1514,-895,2
1515,-3288,2
1516,-2912,2
1517,-863,2
1518,-1247,2
1519,-3304,2
1520,-1263,2
1521,-839,2
1522,-2880,2
1523,-831,2
1524,-3320,2
1525,-2592,2
1526,-5693,2
1527,-4221,2
1528,-5701,2
1529,-2047,2
1530,-14,2
1531,-2069,2
1532,-4357,2
1533,-4136,2
1534,-2093,2
1535,-46,2
1536,-4144,2
1537,-2109,2
1538,-255,2
1539,-2125,2
1540,-4349,2
1541,-2296,2
1542,-4208,2
1543,-247,2
1544,-4216,2
1545,-2181,2
1546,-2264,2
1547,-4309,2
1548,-4232,2
1549,-2189,2
1550,-4256,2
1551,-174,2
1552,-182,2
1553,-4253,2
1554,-2237,2
1555,-2253,2
1556,-4080,2
1557,-287,2
1558,-295,2
1559,-5829,2
1560,-1631,2
1561,-3680,2
1562,-4597,2
1563,-1639,2
1564,-495,2
1565,-1647,2
1566,-3696,2
1567,-5749,2
1568,-1655,2
1569,-4557,2
1570,-4549,2
1571,-1727,2
1572,-2488,2
1573,-1983,2
1574,-4517,2
1575,-3824,2
1576,-4509,2
1577,-3856,2
1578,-2440,2
1579,-3864,2
1580,-2416,2
1581,-4445,2
1582,-3904,2
1583,-3968,2
1584,-1967,2
1585,-2384,2
1586,-776,2
1587,-5149,2
1588,-4199,2
1589,-517,2
1590,-4863,2
1591,-264,2
1592,-2822,2
1593,-133,2
1594,-2255,2
1595,-2830,2
1596,-2607,2
1597,-2430,2
1598,-4182,2
1599,-504,2
1600,-2118,2
1601,-2414,2
1602,-2638,2
1603,-304,2
1604,-4279,2
1605,-4518,2
1606,-581,2
1607,-4558,2
1608,-2806,2
1609,-4414,2
1610,-4526,2
1611,-2782,2
1612,-509,2
1613,-672,2
1614,-4294,2
1615,-288,2
1616,-680,2
1617,-2343,2
1618,-2543,2
1619,-4319,2
1620,-4798,2
1621,-4231,2
1622,-749,2
1623,-4175,2
1624,-4598,2
1625,-2247,2
1626,-704,2
1627,-4198,2
1628,-4799,2
1629,-4879,2
1630,-4222,2
1631,-797,2
1632,-136,2
1633,-144,2
1634,-4623,2
1635,-408,2
1636,-2726,2
1637,-168,2
1638,-2295,2
1639,-2742,2
1640,-2246,2
1641,-4631,2
1642,-4103,2
1643,-2567,2
1644,-2206,2
1645,-2447,2
1646,-4783,2
1647,-4614,2
1648,-4582,2
1649,-4278,2
1650,-4110,2
1651,-4694,2
1652,-2502,2
1653,-2167,2
1654,-285,2
1655,-4239,2
1656,-2663,2
1657,-4446,2
1658,-2190,2
1659,-2070,2
1660,-2399,2
1661,-4310,2
1662,-2439,2
1663,-4662,2
1664,-4375,2
1665,-45,2
1666,-3626,1
1667,-327,1
1668,-2953,1
1669,-4366,1
1670,-343,1
1671,-5076,1
1672,-954,1
1673,-2961,1
1674,-5044,1
1675,-914,1
1676,-1577,1
1677,-3618,1
1678,-2977,1
1679,-3041,1
1680,-335,1
1681,-2823,1
1682,-2392,1
1683,-5731,1
1684,-4876,1
1685,-770,1
1686,-2817,1
1687,-4525,1
1688,-431,1
1689,-2303,1
1690,-2793,1
1691,-2472,1
1692,-4836,1
