,Pattern_ID,p_count
765,-1527,1
766,-4704,1
767,-2786,1
768,-86,1
769,-2728,1
770,-687,1
771,-4784,1
772,-2737,1
773,-690,1
774,-2745,1
775,-2746,1
776,-4795,1
777,-4797,1
778,-4801,1
779,-4705,1
780,-4807,1
781,-2760,1
782,-2764,1
783,-717,1
784,-2770,1
785,-4820,1
786,-726,1
787,-2780,1
788,-2784,1
789,-678,1
790,-674,1
791,-672,1
792,-662,1
793,-4708,1
794,-613,1
795,-615,1
796,-4714,1
797,-2670,1
798,-625,1
799,-627,1
800,-4724,1
801,-2678,1
802,-633,1
803,-198,1
804,-2686,1
805,-2687,1
806,-644,1
807,-4745,1
808,-653,1
809,-4750,1
810,-655,1
811,-4755,1
812,-2046,1
