,0
2996,0
2997,0
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,1
3005,2
3006,1
3007,0
3008,0
3009,0
3010,0
3011,0
3012,1
3013,1
3014,1
3015,0
3016,0
3017,0
3018,0
3019,0
3020,0
3021,0
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,0
3031,0
3032,0
3033,0
3034,0
3035,0
3036,0
3037,0
3038,0
3039,1
3040,1
3041,1
3042,1
3043,0
3044,0
3045,0
3046,5
3047,2
3048,2
3049,1
3050,1
3051,1
3052,2
3053,1
3054,0
3055,0
3056,0
3057,0
3058,1
3059,0
3060,2
3061,0
3062,1
3063,2
3064,3
3065,1
3066,0
3067,2
3068,0
3069,3
3070,1
3071,0
3072,0
3073,0
3074,4
3075,1
3076,0
3077,0
3078,0
3079,0
3080,0
3081,0
3082,1
3083,1
3084,1
3085,2
3086,7
3087,1
3088,3
3089,0
3090,0
3091,0
3092,0
3093,0
3094,0
3095,0
3096,1
3097,4
3098,2
3099,0
3100,1
3101,1
3102,0
3103,1
3104,0
3105,0
3106,0
3107,2
3108,0
3109,0
3110,0
3111,0
3112,3
3113,0
3114,0
3115,0
3116,0
3117,0
3118,0
3119,0
3120,3
3121,4
3122,2
3123,2
3124,1
3125,0
3126,1
3127,0
3128,1
3129,0
3130,3
3131,0
3132,0
3133,2
3134,2
3135,5
3136,0
3137,0
3138,0
3139,0
3140,2
3141,0
3142,0
3143,0
3144,1
3145,2
3146,1
3147,0
3148,0
3149,0
3150,1
3151,1
3152,0
3153,1
3154,0
3155,1
3156,0
3157,2
3158,3
3159,0
3160,0
3161,1
3162,4
3163,2
3164,0
3165,1
3166,0
3167,1
3168,0
3169,1
3170,1
3171,0
3172,0
3173,0
3174,1
3175,1
3176,1
3177,2
3178,0
3179,0
3180,0
3181,0
3182,0
3183,0
3184,0
3185,0
3186,0
3187,0
3188,1
3189,0
3190,0
3191,1
3192,1
3193,0
3194,0
3195,1
3196,0
3197,0
3198,0
3199,0
3200,0
3201,1
3202,0
3203,0
3204,0
3205,1
3206,2
3207,1
3208,0
3209,2
3210,1
3211,0
3212,0
3213,0
3214,2
3215,0
3216,0
3217,0
3218,1
3219,0
3220,1
3221,0
3222,0
3223,0
3224,1
3225,0
3226,4
3227,3
3228,3
3229,0
3230,0
3231,1
3232,1
3233,5
3234,2
3235,0
3236,0
3237,0
3238,0
3239,1
3240,1
3241,0
3242,0
3243,1
3244,1
3245,1
3246,0
3247,0
3248,0
3249,2
3250,1
3251,4
3252,0
3253,0
3254,0
3255,1
3256,2
3257,5
3258,1
3259,1
3260,0
3261,0
3262,0
3263,2
3264,2
3265,0
3266,0
3267,0
3268,0
3269,1
3270,0
3271,0
3272,0
3273,0
3274,0
3275,3
3276,1
3277,1
3278,1
3279,3
3280,2
3281,0
3282,1
3283,0
3284,0
3285,0
3286,2
3287,0
3288,2
3289,0
3290,0
3291,0
3292,0
3293,0
3294,0
3295,1
3296,2
3297,0
3298,0
3299,0
3300,2
3301,2
3302,2
3303,1
3304,1
3305,0
3306,0
3307,0
3308,0
3309,0
3310,0
3311,0
3312,1
3313,0
3314,1
3315,0
3316,2
3317,0
3318,2
3319,3
3320,2
3321,5
3322,2
3323,1
3324,2
3325,0
3326,4
3327,1
3328,0
3329,2
3330,5
3331,4
3332,1
3333,1
3334,4
3335,1
3336,0
3337,0
3338,0
3339,0
3340,1
3341,0
3342,1
3343,0
3344,2
3345,2
3346,3
3347,1
3348,2
3349,2
3350,1
3351,1
3352,2
3353,4
3354,0
3355,1
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,2
3365,2
3366,0
3367,1
3368,1
3369,1
3370,1
3371,2
3372,1
3373,1
3374,1
3375,0
3376,0
3377,0
3378,0
3379,1
3380,0
3381,1
3382,1
3383,3
3384,3
3385,1
3386,3
3387,1
3388,1
3389,1
3390,0
3391,3
3392,3
3393,2
3394,5
3395,1
3396,1
3397,0
3398,1
3399,0
3400,0
3401,0
3402,1
3403,3
3404,3
3405,1
3406,0
3407,1
3408,0
3409,2
3410,0
3411,3
3412,2
3413,0
3414,2
3415,0
3416,1
3417,0
3418,1
3419,1
3420,0
3421,1
3422,0
3423,3
3424,1
3425,0
3426,0
3427,0
3428,4
3429,5
3430,0
3431,0
3432,0
3433,0
3434,0
3435,0
3436,0
3437,0
3438,2
3439,0
3440,0
3441,0
3442,0
3443,0
3444,0
3445,3
3446,1
3447,2
3448,1
3449,1
3450,1
3451,0
3452,1
3453,0
3454,0
3455,0
3456,1
3457,1
3458,0
3459,2
3460,2
3461,1
3462,0
3463,1
3464,1
3465,0
3466,1
3467,0
3468,0
3469,0
3470,0
3471,0
3472,2
3473,3
3474,1
3475,0
3476,0
3477,3
3478,2
3479,2
3480,4
3481,0
3482,0
3483,0
3484,1
3485,0
3486,2
3487,0
3488,1
3489,3
3490,2
3491,1
3492,0
3493,1
3494,0
3495,0
3496,0
3497,0
3498,0
3499,0
3500,0
3501,0
3502,0
3503,1
3504,0
3505,2
3506,1
3507,0
3508,0
3509,0
3510,1
3511,5
3512,3
3513,1
3514,1
3515,1
3516,1
3517,0
3518,0
3519,0
3520,0
3521,0
3522,3
3523,0
3524,0
3525,1
3526,1
3527,1
3528,0
3529,0
3530,0
3531,1
3532,0
3533,4
3534,3
3535,6
3536,0
3537,0
3538,0
3539,1
3540,2
3541,2
3542,1
3543,1
3544,0
3545,0
3546,0
3547,0
3548,0
3549,0
3550,0
3551,1
3552,1
3553,3
3554,1
3555,3
3556,0
3557,1
3558,1
3559,0
3560,2
3561,2
3562,2
3563,0
3564,0
3565,0
3566,0
3567,0
3568,0
3569,0
3570,0
3571,0
3572,3
3573,0
3574,3
3575,2
3576,0
3577,1
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,0
3585,1
3586,2
3587,5
3588,0
3589,1
3590,2
3591,2
3592,4
3593,1
3594,1
3595,0
3596,0
3597,0
3598,1
3599,0
3600,0
3601,0
3602,0
3603,0
3604,0
3605,2
3606,5
3607,1
3608,0
3609,0
3610,0
3611,0
3612,0
3613,1
3614,0
3615,0
3616,1
3617,1
3618,1
3619,3
3620,2
3621,1
3622,0
3623,1
3624,1
3625,3
3626,1
3627,0
3628,0
3629,0
3630,0
3631,1
3632,1
3633,1
3634,0
3635,0
3636,0
3637,0
3638,0
3639,0
3640,0
3641,1
3642,1
3643,0
3644,2
3645,1
3646,1
3647,2
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,1
3655,1
3656,0
3657,0
3658,1
3659,2
3660,3
3661,1
3662,0
3663,0
3664,1
3665,0
3666,1
3667,1
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,1
3675,0
3676,1
3677,0
3678,2
3679,0
3680,0
3681,2
3682,0
3683,1
3684,1
3685,0
3686,0
3687,0
3688,0
3689,2
3690,0
3691,0
3692,0
3693,0
3694,2
3695,1
3696,0
3697,0
3698,0
3699,0
3700,0
3701,0
3702,0
3703,0
3704,1
3705,0
3706,0
3707,0
3708,4
3709,8
3710,5
3711,2
3712,0
3713,2
3714,3
3715,0
3716,0
3717,0
3718,0
3719,0
3720,1
3721,2
3722,4
3723,2
3724,0
3725,6
3726,3
3727,1
3728,1
3729,0
3730,0
3731,0
3732,0
3733,1
3734,1
3735,2
3736,1
3737,3
3738,0
3739,2
3740,1
3741,0
3742,1
3743,0
3744,2
3745,3
3746,2
3747,0
3748,0
3749,1
3750,0
3751,2
3752,1
3753,0
3754,5
3755,4
3756,1
3757,0
3758,0
3759,1
3760,2
3761,2
3762,1
3763,0
3764,1
3765,2
3766,8
3767,1
3768,1
3769,4
3770,3
3771,3
3772,3
3773,1
3774,0
3775,0
3776,2
3777,0
3778,1
3779,3
3780,2
3781,1
3782,3
3783,0
3784,4
3785,0
3786,0
3787,0
3788,0
3789,0
3790,5
3791,4
3792,1
3793,0
3794,0
3795,0
3796,0
3797,7
3798,0
3799,0
3800,2
3801,1
3802,0
3803,0
3804,0
3805,0
3806,0
3807,1
3808,1
3809,0
3810,3
3811,4
3812,2
3813,0
3814,0
3815,0
3816,1
3817,0
3818,0
3819,2
3820,0
3821,1
3822,2
3823,1
3824,2
3825,3
3826,2
3827,2
3828,1
3829,1
3830,1
3831,1
3832,0
3833,2
3834,3
3835,0
3836,1
3837,0
3838,1
3839,0
3840,1
3841,2
3842,1
3843,1
3844,2
3845,2
3846,1
3847,3
3848,1
3849,1
3850,1
3851,1
3852,1
3853,0
3854,2
3855,2
3856,2
3857,0
3858,3
3859,0
3860,0
3861,0
3862,2
3863,4
3864,0
3865,0
3866,2
3867,3
3868,1
3869,3
3870,1
3871,0
3872,0
3873,0
3874,3
3875,0
3876,3
3877,0
3878,0
3879,0
3880,0
3881,0
3882,0
3883,1
3884,0
3885,0
3886,0
3887,1
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,0
3896,0
3897,0
3898,3
3899,0
3900,2
3901,0
3902,2
3903,1
3904,2
3905,3
3906,2
3907,4
3908,1
3909,4
3910,3
3911,3
3912,2
3913,1
3914,1
3915,0
3916,0
3917,0
3918,0
3919,0
3920,1
3921,0
3922,0
3923,1
3924,0
3925,0
3926,0
3927,0
3928,0
3929,0
3930,0
3931,0
3932,0
3933,1
3934,0
3935,0
3936,0
3937,1
3938,2
3939,1
3940,1
3941,3
3942,1
3943,1
3944,0
3945,1
3946,0
3947,1
3948,1
3949,1
3950,0
3951,1
3952,0
3953,0
3954,0
3955,2
3956,2
3957,2
3958,1
3959,0
3960,0
3961,0
3962,0
3963,0
3964,0
3965,0
3966,2
3967,2
3968,2
3969,0
3970,0
3971,0
3972,0
3973,1
3974,0
3975,0
3976,2
3977,0
3978,0
3979,0
3980,2
3981,0
3982,0
3983,0
3984,0
3985,2
3986,0
3987,0
3988,0
3989,1
3990,0
3991,0
3992,0
3993,0
3994,0
3995,1
3996,0
3997,0
3998,0
3999,1
4000,1
4001,3
4002,1
4003,1
4004,0
4005,2
4006,0
4007,1
4008,2
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0
4015,1
4016,1
4017,0
4018,0
4019,1
4020,0
4021,1
4022,0
4023,0
4024,1
4025,0
4026,0
4027,0
4028,0
4029,0
4030,0
4031,5
4032,3
4033,1
4034,0
4035,2
4036,6
4037,1
4038,1
4039,1
4040,0
4041,0
4042,4
4043,2
4044,1
4045,0
4046,1
4047,0
4048,0
4049,2
4050,0
4051,1
4052,0
4053,0
4054,0
4055,3
4056,0
4057,1
4058,1
4059,1
4060,2
4061,5
4062,0
4063,1
4064,1
4065,1
4066,0
4067,0
4068,0
4069,1
4070,1
4071,1
4072,0
4073,1
4074,4
4075,2
4076,1
4077,1
4078,2
4079,0
4080,0
4081,0
4082,3
4083,2
4084,6
4085,1
4086,1
4087,0
4088,0
4089,0
4090,0
4091,0
4092,0
4093,0
4094,0
4095,0
4096,0
4097,1
4098,1
4099,1
4100,2
4101,2
4102,4
4103,0
4104,0
4105,0
4106,0
4107,2
4108,2
4109,0
4110,0
4111,1
4112,0
4113,0
4114,0
4115,1
4116,0
4117,0
4118,0
4119,0
4120,0
4121,0
4122,2
4123,6
4124,1
4125,0
4126,0
4127,2
4128,0
4129,0
4130,1
4131,2
4132,1
4133,0
4134,2
4135,2
4136,1
4137,1
4138,0
4139,0
4140,0
4141,3
4142,2
4143,2
4144,1
4145,0
4146,0
4147,0
4148,0
4149,0
4150,0
4151,0
4152,0
4153,0
4154,0
4155,0
4156,0
4157,0
4158,0
4159,0
4160,0
4161,0
4162,1
4163,1
4164,1
4165,1
4166,0
4167,0
4168,0
4169,0
4170,1
4171,5
4172,0
4173,2
4174,1
4175,0
4176,2
4177,1
4178,3
4179,4
4180,2
4181,1
4182,4
4183,2
4184,0
4185,0
4186,7
4187,1
4188,1
4189,1
4190,4
4191,2
4192,2
4193,0
4194,2
4195,3
4196,2
4197,2
4198,1
4199,2
4200,5
4201,1
4202,5
4203,1
4204,0
4205,1
4206,2
4207,1
4208,1
4209,0
4210,0
4211,0
4212,0
4213,1
4214,2
4215,1
4216,1
4217,1
4218,2
4219,2
4220,2
4221,3
4222,0
4223,6
4224,3
4225,0
4226,0
4227,1
4228,0
4229,2
4230,2
4231,0
4232,0
4233,2
4234,2
4235,1
4236,0
4237,2
4238,6
4239,4
4240,4
4241,3
4242,0
4243,1
4244,0
4245,3
4246,1
4247,0
4248,1
4249,2
4250,1
4251,2
4252,3
4253,1
4254,2
4255,0
4256,0
4257,1
4258,0
4259,4
4260,5
4261,0
4262,0
4263,0
4264,6
4265,3
4266,0
4267,0
4268,0
4269,0
4270,1
4271,2
4272,2
4273,1
4274,0
4275,1
4276,2
4277,2
4278,0
4279,0
4280,0
4281,1
4282,0
4283,0
4284,0
4285,0
4286,0
4287,5
4288,1
4289,0
4290,0
4291,1
4292,2
4293,0
4294,0
4295,0
4296,0
4297,0
4298,0
4299,1
4300,0
4301,1
4302,0
4303,2
4304,1
4305,4
4306,1
4307,2
4308,2
4309,1
4310,0
4311,1
4312,5
4313,3
4314,0
4315,1
4316,1
4317,2
4318,1
4319,0
4320,1
4321,0
4322,1
4323,0
4324,1
4325,5
4326,6
4327,1
4328,1
4329,1
4330,2
4331,0
4332,0
4333,0
4334,2
4335,2
4336,3
4337,0
4338,0
4339,0
4340,0
4341,0
4342,0
4343,2
4344,2
4345,1
4346,3
4347,2
4348,0
4349,0
4350,0
4351,0
4352,0
4353,0
4354,0
4355,2
4356,0
4357,0
4358,0
4359,0
4360,0
4361,3
4362,0
4363,3
4364,1
4365,0
4366,2
4367,0
4368,1
4369,0
4370,0
4371,1
4372,1
4373,2
4374,1
4375,0
4376,0
4377,0
4378,0
4379,0
4380,0
4381,0
4382,0
4383,1
4384,2
4385,1
4386,0
4387,0
4388,0
4389,0
4390,1
4391,2
4392,2
4393,5
4394,3
4395,0
4396,1
4397,0
4398,1
4399,1
4400,3
4401,2
4402,1
4403,0
4404,0
4405,3
4406,1
4407,2
4408,3
4409,0
4410,0
4411,0
4412,2
4413,1
4414,0
4415,0
4416,1
4417,1
4418,2
4419,0
4420,0
4421,0
4422,0
4423,0
4424,0
4425,1
4426,0
4427,0
4428,0
4429,1
4430,5
4431,0
4432,0
4433,0
4434,0
4435,0
4436,0
4437,1
4438,0
4439,1
4440,0
4441,0
4442,0
4443,2
4444,2
4445,0
4446,0
4447,1
4448,1
4449,4
4450,1
4451,0
4452,0
4453,0
4454,0
4455,0
4456,0
4457,0
4458,0
4459,0
4460,0
4461,0
4462,0
4463,0
4464,3
4465,0
4466,0
4467,0
4468,0
4469,0
4470,2
4471,0
4472,2
4473,1
4474,1
4475,4
4476,1
4477,0
4478,0
4479,2
4480,4
4481,2
4482,5
4483,1
4484,1
4485,0
4486,0
4487,0
4488,1
4489,0
4490,0
4491,0
4492,0
4493,0
4494,0
4495,0
4496,0
4497,0
4498,0
4499,0
4500,0
4501,0
4502,2
4503,1
4504,1
4505,0
4506,1
4507,2
4508,1
4509,1
4510,6
4511,3
4512,1
4513,0
4514,0
4515,2
4516,2
4517,1
4518,1
4519,0
4520,0
4521,1
4522,0
4523,1
4524,2
4525,1
4526,1
4527,1
4528,1
4529,2
4530,0
4531,0
4532,1
4533,3
4534,0
4535,3
4536,1
4537,1
4538,0
4539,0
4540,0
4541,1
4542,0
4543,0
4544,1
4545,1
4546,4
4547,2
4548,0
4549,1
4550,2
4551,0
4552,1
4553,1
4554,0
4555,2
4556,2
4557,0
4558,2
4559,2
4560,4
4561,0
4562,0
4563,0
4564,0
4565,0
4566,0
4567,1
4568,1
4569,0
4570,3
4571,0
4572,0
4573,0
4574,0
4575,4
4576,3
4577,0
4578,1
4579,3
4580,2
4581,5
4582,3
4583,3
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0
4590,0
4591,1
4592,0
4593,0
4594,1
4595,2
4596,2
4597,0
4598,0
4599,0
4600,0
4601,2
4602,3
4603,0
4604,1
4605,1
4606,1
4607,0
4608,0
4609,3
4610,1
4611,1
4612,2
4613,0
4614,3
4615,3
4616,1
4617,2
4618,2
4619,0
4620,1
4621,2
4622,0
4623,0
4624,0
4625,0
4626,0
4627,1
4628,1
4629,2
4630,3
4631,3
4632,1
4633,0
4634,0
4635,1
4636,0
4637,0
4638,0
4639,0
4640,1
4641,2
4642,2
4643,0
4644,0
4645,0
4646,3
4647,1
4648,0
4649,4
4650,3
4651,0
4652,5
4653,1
4654,0
4655,0
4656,1
4657,0
4658,0
4659,0
4660,2
4661,3
4662,1
4663,3
4664,2
4665,2
4666,1
4667,1
4668,0
4669,5
4670,4
4671,3
4672,2
4673,0
4674,0
4675,0
4676,0
4677,0
4678,0
4679,0
4680,0
4681,2
4682,2
4683,1
4684,3
4685,1
4686,2
4687,0
4688,5
4689,1
4690,0
4691,1
4692,2
4693,0
4694,2
4695,1
4696,1
4697,1
4698,1
4699,1
4700,0
4701,0
4702,0
4703,5
4704,1
4705,3
4706,2
4707,0
4708,0
4709,0
4710,0
4711,1
4712,1
4713,0
4714,3
4715,3
4716,3
4717,0
4718,0
4719,0
4720,0
4721,0
4722,2
4723,0
4724,0
4725,0
4726,0
4727,3
4728,1
4729,0
4730,0
4731,3
4732,0
4733,0
4734,3
4735,3
4736,1
4737,1
4738,2
4739,0
4740,0
4741,0
4742,0
4743,0
4744,0
4745,0
4746,0
4747,0
4748,1
4749,5
4750,2
4751,0
4752,2
4753,1
4754,1
4755,5
4756,0
4757,0
4758,0
4759,2
4760,1
4761,1
4762,2
4763,0
4764,0
4765,1
4766,0
4767,0
4768,0
4769,0
4770,0
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4778,2
4779,1
4780,0
4781,2
4782,2
4783,0
4784,0
4785,0
4786,0
4787,2
4788,3
4789,1
4790,2
4791,1
4792,1
4793,3
4794,2
4795,2
4796,2
4797,2
4798,0
4799,2
4800,0
4801,0
4802,0
4803,0
4804,0
4805,1
4806,0
4807,1
4808,6
4809,0
4810,0
4811,0
4812,1
4813,0
4814,0
4815,0
4816,4
4817,1
4818,2
4819,0
4820,0
4821,0
4822,0
4823,0
4824,1
4825,0
4826,2
4827,4
4828,1
4829,0
4830,0
4831,0
4832,1
4833,0
4834,1
4835,0
4836,0
4837,0
4838,0
4839,1
4840,0
4841,3
4842,4
4843,1
4844,3
4845,0
4846,0
4847,0
4848,3
4849,3
4850,0
4851,0
4852,1
4853,0
4854,1
4855,1
4856,0
4857,0
4858,2
4859,0
4860,1
4861,2
4862,0
4863,4
4864,2
4865,1
4866,0
4867,0
4868,3
4869,0
4870,1
4871,4
4872,4
4873,3
4874,1
4875,2
4876,5
4877,2
4878,0
4879,0
4880,4
4881,3
4882,0
4883,1
4884,0
4885,1
4886,2
4887,1
4888,0
4889,2
4890,2
4891,1
4892,0
4893,0
4894,0
4895,0
4896,1
4897,1
4898,2
4899,0
4900,3
4901,1
4902,2
4903,0
4904,0
4905,0
4906,1
4907,2
4908,0
4909,1
4910,2
4911,5
4912,2
4913,2
4914,1
4915,2
4916,2
4917,2
4918,0
4919,3
4920,3
4921,1
4922,1
4923,1
4924,1
4925,2
4926,0
4927,0
4928,0
4929,7
4930,3
4931,0
4932,2
4933,0
4934,1
4935,0
4936,0
4937,0
4938,0
4939,0
4940,3
4941,1
4942,1
4943,0
4944,0
4945,0
4946,1
4947,1
4948,4
4949,2
4950,3
4951,1
4952,3
4953,2
4954,2
4955,0
4956,0
4957,3
4958,1
4959,1
4960,0
4961,0
4962,0
4963,0
4964,0
4965,1
4966,1
4967,0
4968,0
4969,4
4970,2
4971,3
4972,1
4973,0
4974,0
4975,2
4976,4
4977,3
4978,0
4979,1
4980,2
4981,0
4982,2
4983,1
4984,0
4985,1
4986,0
4987,6
4988,0
4989,3
4990,1
4991,1
4992,0
4993,0
4994,3
4995,0
4996,2
4997,0
4998,0
4999,4
5000,0
5001,0
5002,0
5003,3
5004,3
5005,3
5006,5
5007,5
5008,1
5009,1
5010,3
5011,2
5012,4
5013,2
5014,0
5015,0
5016,2
5017,0
5018,0
5019,0
5020,0
5021,0
5022,1
5023,3
5024,3
5025,6
5026,0
5027,3
5028,1
5029,0
5030,1
5031,0
5032,0
5033,0
5034,0
5035,1
5036,1
5037,0
5038,0
5039,0
5040,0
5041,0
5042,1
5043,1
5044,0
5045,0
5046,0
5047,0
5048,1
5049,0
5050,0
5051,0
5052,0
5053,0
5054,0
5055,0
5056,1
5057,1
5058,0
5059,1
5060,0
5061,0
5062,0
5063,0
5064,1
5065,1
5066,0
5067,0
5068,0
5069,1
5070,0
5071,3
5072,0
5073,2
5074,1
5075,0
5076,0
5077,3
5078,6
5079,5
5080,3
5081,0
5082,0
5083,0
5084,5
5085,4
5086,1
5087,3
5088,1
5089,3
5090,0
5091,0
5092,0
5093,1
5094,3
5095,2
5096,4
5097,4
5098,1
5099,0
5100,0
5101,2
5102,1
5103,0
5104,0
5105,2
5106,0
5107,0
5108,1
5109,1
5110,1
5111,2
5112,0
5113,1
5114,0
5115,0
5116,0
5117,0
5118,0
5119,0
5120,1
5121,0
5122,0
5123,0
5124,0
5125,4
5126,0
5127,0
5128,1
5129,0
5130,3
5131,2
5132,1
5133,1
5134,2
5135,0
5136,1
5137,0
5138,0
5139,0
5140,2
5141,2
5142,0
5143,1
5144,0
5145,2
5146,0
5147,2
5148,3
5149,3
5150,0
5151,0
5152,0
5153,0
5154,2
5155,1
5156,2
5157,2
5158,0
5159,3
5160,0
5161,0
5162,0
5163,1
5164,0
5165,0
5166,1
5167,0
5168,1
5169,0
5170,0
5171,0
5172,0
5173,0
5174,1
5175,1
5176,0
5177,0
5178,1
5179,0
5180,1
5181,0
5182,1
5183,0
5184,2
5185,5
5186,0
5187,0
5188,1
5189,1
5190,1
5191,0
5192,0
5193,0
5194,0
5195,0
5196,0
5197,0
5198,0
5199,2
5200,0
5201,0
5202,0
5203,0
5204,0
5205,0
5206,1
5207,1
5208,0
5209,0
5210,0
5211,0
5212,0
5213,1
5214,1
5215,0
5216,0
5217,0
5218,0
5219,0
5220,0
5221,0
5222,0
5223,2
5224,1
5225,0
5226,0
5227,1
5228,1
5229,0
5230,1
5231,5
5232,0
5233,0
5234,0
5235,0
5236,7
5237,2
5238,0
5239,0
5240,0
5241,0
5242,0
5243,0
5244,0
5245,0
5246,0
5247,0
5248,0
5249,0
5250,1
5251,3
5252,1
5253,0
5254,0
5255,0
5256,0
5257,1
5258,0
5259,2
5260,1
5261,2
5262,0
5263,2
5264,2
5265,4
5266,3
5267,3
5268,3
5269,2
5270,0
5271,1
5272,0
5273,0
5274,0
5275,0
5276,2
5277,0
5278,0
5279,2
5280,2
5281,4
5282,3
5283,3
5284,1
5285,0
5286,0
5287,0
5288,0
5289,0
5290,0
5291,1
5292,1
5293,0
5294,0
5295,0
5296,0
5297,2
5298,0
5299,1
5300,2
5301,1
5302,0
5303,1
5304,0
5305,0
5306,0
5307,0
5308,0
5309,1
5310,0
5311,3
5312,1
5313,1
5314,2
5315,5
5316,4
5317,1
5318,0
5319,0
5320,0
5321,1
5322,0
5323,1
5324,0
5325,1
5326,3
5327,2
5328,1
5329,0
5330,0
5331,0
5332,1
5333,1
5334,0
5335,5
5336,3
5337,4
5338,1
5339,1
5340,2
5341,2
5342,0
5343,1
5344,0
5345,0
5346,1
5347,0
5348,1
5349,5
5350,1
5351,0
5352,4
5353,0
5354,0
5355,0
5356,0
5357,2
5358,0
5359,1
5360,0
5361,1
5362,0
5363,0
5364,0
5365,1
5366,0
5367,0
5368,1
5369,0
5370,0
5371,0
5372,0
5373,0
5374,1
5375,2
5376,2
5377,0
5378,0
5379,0
5380,0
5381,2
5382,0
5383,0
5384,0
5385,1
5386,3
5387,0
5388,0
5389,0
5390,0
5391,3
5392,0
5393,1
5394,0
5395,0
5396,1
5397,1
5398,6
5399,6
5400,4
5401,2
5402,5
5403,0
5404,0
5405,0
5406,1
5407,1
5408,3
5409,0
5410,0
5411,0
5412,0
5413,1
5414,0
5415,0
5416,0
5417,1
5418,2
5419,1
5420,1
5421,0
5422,2
5423,1
5424,1
5425,0
5426,2
5427,1
5428,1
5429,0
5430,0
5431,0
5432,0
5433,2
5434,1
5435,1
5436,0
5437,2
5438,1
5439,0
5440,0
5441,2
5442,4
5443,3
5444,2
5445,3
5446,1
5447,2
5448,3
5449,0
5450,0
5451,1
5452,1
5453,0
5454,1
5455,0
5456,0
5457,0
5458,0
5459,1
5460,5
5461,1
5462,1
5463,1
5464,0
5465,1
5466,1
5467,1
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,0
5475,1
5476,1
5477,2
5478,1
5479,0
5480,1
5481,1
5482,2
5483,2
5484,5
5485,1
5486,0
5487,0
5488,0
5489,4
5490,4
5491,6
5492,1
5493,0
5494,2
5495,0
5496,3
5497,3
5498,2
5499,1
5500,0
5501,0
5502,0
5503,0
5504,0
5505,1
5506,0
5507,0
5508,1
5509,0
5510,1
5511,0
5512,0
5513,2
5514,1
5515,1
5516,0
5517,1
5518,1
5519,0
5520,0
5521,4
5522,4
5523,1
5524,0
5525,0
5526,2
5527,5
5528,2
5529,0
5530,0
5531,0
5532,0
5533,0
5534,0
5535,3
5536,1
5537,1
5538,0
5539,0
5540,0
5541,0
5542,0
5543,0
5544,1
5545,0
5546,2
5547,1
5548,1
5549,2
5550,1
5551,2
5552,3
5553,0
5554,0
5555,0
5556,0
5557,0
5558,0
5559,1
5560,2
5561,0
5562,1
5563,1
5564,1
5565,0
5566,2
5567,5
5568,1
5569,1
5570,2
5571,2
5572,1
5573,0
5574,2
5575,5
5576,2
5577,4
5578,1
5579,1
5580,5
5581,4
5582,1
5583,5
5584,5
5585,4
5586,4
5587,2
5588,1
5589,2
5590,1
5591,0
5592,0
5593,0
5594,0
5595,3
5596,0
5597,0
5598,0
5599,0
5600,0
5601,0
5602,0
5603,1
5604,0
5605,0
5606,0
5607,0
5608,2
5609,1
5610,1
5611,1
5612,1
5613,3
5614,2
5615,1
5616,0
5617,1
5618,0
5619,1
5620,0
5621,3
5622,0
5623,0
5624,1
5625,0
5626,0
5627,1
5628,0
5629,3
5630,2
5631,2
5632,4
5633,1
5634,0
5635,1
5636,1
5637,0
5638,0
5639,0
5640,1
5641,4
5642,2
5643,1
5644,6
5645,3
5646,3
5647,1
5648,0
5649,1
5650,1
5651,3
5652,3
5653,2
5654,1
5655,1
5656,0
5657,1
5658,0
5659,0
5660,0
5661,2
5662,2
5663,3
5664,2
5665,0
5666,0
5667,0
5668,0
5669,1
5670,2
5671,1
5672,0
5673,0
5674,0
5675,2
5676,0
5677,0
5678,1
5679,1
5680,6
5681,4
5682,1
5683,0
5684,4
5685,1
5686,0
5687,0
5688,2
5689,0
5690,1
5691,2
5692,2
5693,0
5694,1
5695,0
5696,1
5697,0
5698,3
5699,2
5700,3
5701,0
5702,0
5703,1
5704,0
5705,1
5706,0
5707,3
5708,4
5709,0
5710,0
5711,0
5712,0
5713,2
5714,0
5715,0
5716,1
5717,1
5718,2
5719,0
5720,1
5721,0
5722,0
5723,1
5724,1
5725,2
5726,3
5727,4
5728,3
5729,1
5730,1
5731,1
5732,1
5733,1
5734,0
5735,0
5736,0
5737,0
5738,0
5739,1
5740,2
5741,6
5742,0
5743,0
5744,1
5745,0
5746,4
5747,2
5748,0
5749,0
5750,0
5751,0
5752,0
5753,3
5754,2
5755,0
5756,1
5757,0
5758,0
5759,1
5760,4
5761,2
5762,1
5763,1
5764,0
5765,1
5766,3
5767,0
5768,0
5769,0
5770,1
5771,0
5772,0
5773,0
5774,1
5775,1
5776,4
5777,2
5778,1
5779,3
5780,1
5781,0
5782,0
5783,0
5784,0
5785,0
5786,0
5787,1
5788,2
5789,1
5790,1
5791,0
5792,0
5793,0
5794,0
